2020/08/28 00:28:51 considering 1997 tasks
2020/08/28 00:28:51 
2020/08/28 00:28:51 [*] coverage: 4.71%, md5: f5e673f4563c67847806c6fff79f4e83, uuid: 9fe466a6-3312-4547-8782-19261e2550e0, profile: 0003.BURULLUS - EPC WORKS FOR ROSETTA SHARING FACILITIES - PROJECT.exe
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 433f879e44b629a27d4d5d215a05a75d, uuid: 287c4765-c39e-43e7-974e-192b3be0c6ee, profile: lol.exe
2020/08/28 00:28:52 P: 0.59, md5: 851a1a1581ec1061ca97e607d28fb79c, uuid: 82cf96f6-8c3c-4f7c-ace1-be616bce4b91, name: svchost.exe
2020/08/28 00:28:52 P: 0.53, md5: 851a1a1581ec1061ca97e607d28fb79c, uuid: c1539e0f-3438-44d9-90bb-6148e80ba401, name: svchost.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.25%, md5: 86760773f9e4a05f5832a79ac0fc1cf6, uuid: 9e4ca524-c4ae-434f-ad7a-5b743a944d26, profile: rc.exe
2020/08/28 00:28:52 P: 1.00, md5: 86760773f9e4a05f5832a79ac0fc1cf6, uuid: 3123eaac-edb7-447f-8824-3dcaefaa56cd, name: rc.exe
2020/08/28 00:28:52 P: 1.00, md5: c283c54fae74ab729532cb9d5f319182, uuid: 7568b708-72ed-4228-aa87-e22ed2c680f5, name: rc.exe
2020/08/28 00:28:52 P: 1.00, md5: c283c54fae74ab729532cb9d5f319182, uuid: 2aaa36c2-d88c-4bc3-8f93-2c312b45fb53, name: rc.exe
2020/08/28 00:28:52 P: 0.53, md5: 316757cca9147708a18ecaaf3e25f07b, uuid: 08b1e66d-8d4d-4e42-9f0b-c49f6b8613dd, name: Dhl Attachment file.iso.exe
2020/08/28 00:28:52 P: 1.00, md5: c283c54fae74ab729532cb9d5f319182, uuid: 51031dee-710c-415c-9669-8b03c50bc38f, name: rc.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: dfdd52561952e0db7d9c43c6d3922e40, uuid: c2dfc5ea-2db8-409a-88d7-3f9f287c1eab, profile: Backdoor_outputAAEAFAF.exe
2020/08/28 00:28:52 P: 1.00, md5: 0f69cb900ca3149d503fa88c165908e6, uuid: 4ae9d5af-9f52-4836-80b3-12b319227123, name: Backdoor_outputC92DC0F.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 9b49a433bc3cece5bc834f4c3fc00868, uuid: 6eeafe07-3a1c-4628-89f8-03ab22a1bbb0, profile: Crypter.exe
2020/08/28 00:28:52 P: 0.67, md5: 42f53c5d250b6381ad8936bebf00b442, uuid: 44d5c1cf-eb2d-4aa6-ab9c-e3cbcbf3f351, name: Backdoor.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: f1b3dadf51d92ba495c9d3e3c2da840c, uuid: 2c458807-92d1-4f53-8882-e54f98a8d7c6, profile: remcos_agent3.exe
2020/08/28 00:28:52 P: 1.00, md5: f1b3dadf51d92ba495c9d3e3c2da840c, uuid: 2d9e6081-26f6-4c97-bafe-4d072ed63725, name: remcos_agent3.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 1abf623faf45277a1039d288a3254ea3, uuid: 3846f7b3-cfe3-4a63-bf34-1d22a4b44db3, profile: 2.exe
2020/08/28 00:28:52 P: 0.67, md5: e4f37276075eb61ef46a02dd4732d4ed, uuid: a58e0909-6db7-4a3e-961d-02dcb6800803, name: 1.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: e8be1ddedcf071e9b5f0b5bae59d871a, uuid: 99bc5550-a0b6-4e3a-8bc9-0846e4d6c08b, profile: RCT-060619.exe
2020/08/28 00:28:52 P: 0.57, md5: 9974d10907ea3b4523174f4d96715e27, uuid: 94b7d466-6b22-4657-add1-430120501f09, name: efef89bd12cea6273cbb2d62f96cfe855ae1b24e4957539d7e3d2dd85c1b59aa.exe
2020/08/28 00:28:52 P: 0.71, md5: b0440386f3d3d0ec0353964215d24f58, uuid: fe659cb9-08c2-49e2-857c-5050b4a09733, name: DPM-060719.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 20680a3d6510b524b3822862154ccc00, uuid: 70db68dc-25b0-424c-b817-59ef19c05bc4, profile: u.exe
2020/08/28 00:28:52 P: 0.62, md5: 154aa4440eee43b6472416eeb938f9e8, uuid: ac364886-3318-4545-b12f-95539e99c2e3, name: RFQ TRQ22-06-20200051_pdf.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: 8d6f9f61f4661486dcf44c56c0f161dd, uuid: 3fed0b0d-1cd9-4dcc-bf9e-fdb64478074a, profile: 8d6f9f61f4661486dcf44c56c0f161dd
2020/08/28 00:28:52 P: 0.88, md5: 16b47635e3a43a12c6865b4a4b6e51af, uuid: 10585d3f-2740-44e2-8e5c-c2c1e0b5f6ec, name: Quotation Order1659667,Pdf.exe
2020/08/28 00:28:52 P: 0.88, md5: cd725101cb396e1eb14651c4f98396e5, uuid: 90696098-f416-49d4-ace0-cea3b3bcf209, name: Paragon DHL 2723382830, pdf.exe
2020/08/28 00:28:52 P: 0.62, md5: 26e7e793abc8d0ce207916d690f880a3, uuid: 81b283ac-c3c0-46c2-925b-41d184856c3f, name: bd-done.jpg
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 6297b1ab533b4ed99beb8d0a656ff3ea, uuid: e1ea7063-fb62-469e-9750-fe7f831efd60, profile: ConsoleApplication.exe
2020/08/28 00:28:52 P: 0.94, md5: 5662c3ad560f6fa3d59de772df2696f1, uuid: 5c31099d-94ea-4700-ade4-6144a1a65c84, name: svchost.exe
2020/08/28 00:28:52 P: 0.94, md5: 5662c3ad560f6fa3d59de772df2696f1, uuid: 139540f8-3e98-404a-8bd9-bac3e68d187c, name: svchost.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: 8a53cbf890a4d64061a38c2fc9312824, uuid: 38c09729-f592-45b2-8e1e-9d6b62c1a8c1, profile: r.exe
2020/08/28 00:28:52 P: 0.56, md5: 69d6b3020062843f8cd3738be3272839, uuid: 6f651878-761d-4d52-bc22-d163a76fc84f, name: Backdoor.exe
2020/08/28 00:28:52 P: 0.56, md5: f7a516ac7b911ff0d33edd877593aea2, uuid: 38331e87-c7cd-4259-871c-20840a4e40e9, name: COVID-19-REPORTS.scr
2020/08/28 00:28:52 P: 0.69, md5: f2401cf6070d8d018e4109d0166c016d, uuid: acdaf80d-144d-403c-a28c-70a0fbd23f49, name: Bwell.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: 46ac01695e20bcdff31c056d9f5bf726, uuid: 91f5cc9c-2f84-468a-a7fb-f0b385ccc6fc, profile: remcos_agent_output32870F0.exe
2020/08/28 00:28:52 P: 1.00, md5: 46ac01695e20bcdff31c056d9f5bf726, uuid: 26ecbcdd-4e05-472b-97b2-283f25723110, name: remcos_agent_output32870F0.exe
2020/08/28 00:28:52 P: 0.67, md5: 46ac01695e20bcdff31c056d9f5bf726, uuid: 3b6182f3-7aff-4cf6-8148-c0cd10245fb5, name: 78006c4f51062e202ce552879200f0d9dbf1417088ad97eba717e00cb9aec78c_46ac01695e20bcdff31c056d9f5bf726
2020/08/28 00:28:52 P: 1.00, md5: 46ac01695e20bcdff31c056d9f5bf726, uuid: 0addc8b2-5d54-403d-a312-99ab0989b903, name: remcos_agent_output32870F0.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: b7a27958873edfc460c45bdae7f299d2, uuid: 708d9464-4afb-421f-b43b-ddd020a65f22, profile: Illusi0n Crypter.exe
2020/08/28 00:28:52 P: 0.73, md5: 11a9757f102373e3010abddad10ef5de, uuid: 3d8e1a7f-f09e-484d-bfa1-fe7d8598f148, name: MoonCrypter.exe
2020/08/28 00:28:52 P: 0.73, md5: 7c6019b42d40bc17aff81ae3b03bc7a7, uuid: a07a43e9-f50f-4b2e-bd99-b8f127a302a1, name: Celesty File Binder.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 3c5a975f55dcece6a97325d9ce48990f, uuid: 4e10d861-56f2-476c-b3a9-9f4d89aa760e, profile: 3c5a975f55dcece6a97325d9ce48990f
2020/08/28 00:28:52 P: 0.55, md5: eb684340e320d7232ec70eea5416ba41, uuid: 5f1d7a2f-2ec5-4242-b614-0f28dbe155ff, name: eb684340e320d7232ec70eea5416ba41
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 73c6db5551ba443c550326daf5488fcc, uuid: 526aa5a2-b4ee-43a2-81e6-d157efe8c687, profile: MinecraftDungeonsCODEX (1).exe
2020/08/28 00:28:52 P: 0.68, md5: fb598b93c04baafe98683dc210e779c9, uuid: 5d80cf15-90bf-470b-ab3f-0a03f99f3659, name: Rat123.bat
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: a1cdfac6c2b01cb7a2515d83c595218e, uuid: eb0415dd-7e5a-4757-9cb6-9961416ab724, profile: 0 Crypter .exe
2020/08/28 00:28:52 P: 0.73, md5: 5aef70f3c9c53823164fbfb0b25a4b46, uuid: 7de8031d-55bc-4b93-8395-e6fe735de276, name: Aegiscrypter.exe
2020/08/28 00:28:52 P: 0.73, md5: e5e793d7601bc061fe6cba1f997f42f1, uuid: 969e5bfb-1055-4f88-8eee-0f356a49ce8c, name: Simple Binder By Nathan72389.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: 5a9c1c11c0928c9bc03121ef12bc63cc, uuid: 7553403c-fb47-4a8d-b87a-86c4d26be3c9, profile: 2fe6d9d30fc918fc481f6e42ea006e3b6224507c77f6ebb4d627031e76e0d34f
2020/08/28 00:28:52 P: 0.90, md5: 5a9c1c11c0928c9bc03121ef12bc63cc, uuid: a11fee03-4fd5-4e51-ba60-7c63e71526ce, name: 016b9a6c-9f31-41b9-8422-2b8a86858278
2020/08/28 00:28:52 P: 0.90, md5: c7cdaf9de258c5e36339462c3605d27a, uuid: b0479d4c-85de-47a9-a02b-cc405e0d3529, name: 6700e366-e07b-4d30-8122-be431f605fc3
2020/08/28 00:28:52 P: 0.88, md5: 09ddcb7cbf720cc89b01631fa8423ae0, uuid: b0270edd-bab5-4494-83da-0237a0c90f33, name: dsnnt.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: ab732916706e38a5f42633412bf3ddd9, uuid: c523ac67-f6d8-4d81-a47d-ee70d0f0323c, profile: ConsoleApplication.exe
2020/08/28 00:28:52 P: 1.00, md5: fa5321471e3958607f0406b485211aef, uuid: 96a50cf4-1417-4864-8cba-d4f5ca14fbc0, name: ConsoleApplication.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 4ae3d4d77fb2d59ae9a30d13e603716f, uuid: e55d16ca-a152-44fa-ab78-a279e269e7a4, profile: update.exe
2020/08/28 00:28:52 P: 1.00, md5: 7d12f34f1cb9e36a5f5adb40c711c8f0, uuid: b72a963d-685a-4543-86f3-7e53d8305f4a, name: Update.exe
2020/08/28 00:28:52 P: 1.00, md5: 4ae3d4d77fb2d59ae9a30d13e603716f, uuid: d0c097e9-6c68-48cb-8aee-05eb35bcf95b, name: update.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 315181db01286ec7419d93240fb2112f, uuid: a476eff8-5e29-447b-a81e-8f82924eefa9, profile: Prodigal Cracker.exe
2020/08/28 00:28:52 P: 0.80, md5: 23d26cde5a0597ebd2a7810b0e77def9, uuid: 0ce924cc-19a3-49e3-99e4-78fd85348c6c, name: e5unp.exe
2020/08/28 00:28:52 P: 1.00, md5: df7057bac26306c0dc3079529ebff61a, uuid: efe41f50-bfa0-4564-8763-f01381a635de, name: ProdigalCracker.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: 0dbd3a606b6caba67870b83021029bbf, uuid: 50935324-c7e6-40d1-a5c3-f8c573b3f6a7, profile: ANEXO FOTOS HORA Y FECHA DE FOTO COMPARENDO Nº 95812.exe
2020/08/28 00:28:52 P: 0.67, md5: 47c05f6a468b82f6decbbe8a8234cfa2, uuid: aaf1e15c-a13d-46d7-889a-b89174d69e59, name: Guide Du Banquier 2019.pdf.exe
2020/08/28 00:28:52 P: 0.67, md5: 136a9bce0e2324970b9264130b7a12ff, uuid: 78d22fa8-e0ba-45b4-8733-a14826389052, name: 430d5d4db81a8e2e4cdcc7c572d3aefc7ced09a2a77246fc28297271ee646f4b.exe
2020/08/28 00:28:52 P: 0.67, md5: 72809bba2207e3c158b23bbd0522e3a4, uuid: e708cfaf-3a5a-4797-9681-eb81e3210bca, name: cuenta85452.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 7cdd54b6e3cae69122033d90a8fb6b78, uuid: 24494b48-4607-4294-b8be-e3a51e0492b2, profile: stage2a.exe
2020/08/28 00:28:52 P: 1.00, md5: 53f0fe3461900acab1c3c0f19f251311, uuid: 9c7ee0af-d6e3-433b-b57b-5f71eb5d33d8, name: friendrem.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 14c6fb3ea237cdb33e2e204791283a63, uuid: bd430223-d33d-4814-8577-05db068f4908, profile: rem.exe
2020/08/28 00:28:52 P: 0.85, md5: a36d5e8541399358f36d11eb9b107b48, uuid: d022f903-79ab-4ae9-bcf7-01962ec68584, name: 84487ab88dd9a3a4b4a1673260c2c32d9bcb8915
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: fa5ff55bcd4d826db332f2c20889c575, uuid: 5c6550b0-2a34-48cc-a712-919419b8b53b, profile: 7a5aaecbf18cc78f77f307391716af241313f37eeb5a5fb4080c66574aa6b470
2020/08/28 00:28:52 P: 0.75, md5: 1db11464d4a3082530e139c3399eff45, uuid: 0adad650-b788-4b50-8361-82379b9a9e14, name: NBH-0706.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: a2a0e93ba172a91597aa95319e96c2bd, uuid: 8607006b-b551-4927-b04f-412901bfc2e7, profile: remcos.bin
2020/08/28 00:28:52 P: 1.00, md5: a2a0e93ba172a91597aa95319e96c2bd, uuid: 70203348-c3d5-4a46-a7bf-9743151ffcbf, name: a2a0e93ba172a91597aa95319e96c2bd.exe
2020/08/28 00:28:52 P: 1.00, md5: a2a0e93ba172a91597aa95319e96c2bd, uuid: de3f15a8-c5e5-4fee-8e11-82014bf8685a, name: a2a0e93ba172a91597aa95319e96c2bd.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: d11c37fd1de980fce93c4f701cb6e640, uuid: 2693e184-2394-45fe-bdcc-55f14f226025, profile: idman638build2.exe
2020/08/28 00:28:52 P: 1.00, md5: d11c37fd1de980fce93c4f701cb6e640, uuid: 39cd4006-ea24-4bde-a2f9-cd3d0252514a, name: idman638build2.exe
2020/08/28 00:28:52 P: 1.00, md5: d11c37fd1de980fce93c4f701cb6e640, uuid: 67b0a602-b90f-4568-84b7-9f3922b55808, name: idman638build2.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 897f9a491f9e88f5b2aad6a9f334aef0, uuid: aba4bd20-ca1f-481e-b2af-acd51503c59a, profile: 12.exe
2020/08/28 00:28:52 P: 1.00, md5: 897f9a491f9e88f5b2aad6a9f334aef0, uuid: 5a46b1ef-cfcc-44b6-9349-27eb613a81ae, name: 12.exe
2020/08/28 00:28:52 P: 1.00, md5: 897f9a491f9e88f5b2aad6a9f334aef0, uuid: 58835ee5-6bc3-4f67-a1d8-96c868302d91, name: 12.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: e79372b3294102130658713a9f249d47, uuid: 3874ebf8-f8d3-4bc5-9d1a-cfd6c38e57cd, profile: Backdoor.exe
2020/08/28 00:28:52 P: 0.76, md5: f82d52b5aef525a93766391b81f39bd6, uuid: 7e6e6644-31e7-417c-bb09-8d4914ffe155, name: Backdoor.exe
2020/08/28 00:28:52 P: 0.73, md5: 362e8c95d51f1416d500e3971650e51e, uuid: 47c9e6bb-02e5-46e1-a120-59468cc5f255, name: Backdoor.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: 58de262341a428fce7ca09dc13247cc0, uuid: 2e6a4a0f-cfbc-43b3-9e30-6e4e1a2c2069, profile: 58de262341a428fce7ca09dc13247cc0
2020/08/28 00:28:52 P: 0.60, md5: de27b41c68e518d166ff3460f018b0d2, uuid: 9265fec7-816b-4d05-9c2f-4bb19b245445, name: amazonaws.exe
2020/08/28 00:28:52 P: 0.60, md5: cff18ef5a5b9d653359179e598dae2ee, uuid: 655472b0-1ae4-43a8-bc78-3495ce120e65, name: 9.exe
2020/08/28 00:28:52 P: 0.60, md5: 69f15436b060ad77ee4902a675c64c12, uuid: 6d19199b-1289-4a7b-98f3-6c8a87b1d09a, name: r.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: e0a8a20369c796674cea6057f1633860, uuid: f1d5d1dc-9bdb-4e7a-a71d-02878b4f6ab6, profile: COMPARENDO Nº 45872 LUGAR FECHA Y HORA.exe
2020/08/28 00:28:52 P: 1.00, md5: e0a8a20369c796674cea6057f1633860, uuid: d121cd18-0759-4414-aff0-547a1f2f9f67, name: COMPARENDO Nº 45872 LUGAR FECHA Y HORA.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 84715714503f4c1d8767e9ebaa156fac, uuid: 2fe882ba-4a01-49c3-80fb-da6e1b5f3091, profile: data
2020/08/28 00:28:52 P: 1.00, md5: d727f3417c925f3ce89535c8cbb78eff, uuid: a4e4f129-8078-4748-8ff7-20569c466643, name: data.exe
2020/08/28 00:28:52 P: 1.00, md5: 84715714503f4c1d8767e9ebaa156fac, uuid: 4784d16c-cccb-436f-a191-74218b293069, name: data
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: baa0507fe166496d54f332a809c3e77c, uuid: 50cb4d0d-7587-4f8d-9486-b7bfc7a6500e, profile: PI-190025.exe
2020/08/28 00:28:52 P: 0.57, md5: baa0507fe166496d54f332a809c3e77c, uuid: 8f5e0210-7fcb-4fe8-975a-3a149b72f4e4, name: PI_19002.EXE
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: 6a1cd1744281ec603f3b221cf76733b6, uuid: 9c578bc1-7ffc-481f-81b5-99f4ffe29bee, profile: idman635build3.exe
2020/08/28 00:28:52 P: 1.00, md5: 5f0dd386ae98c07be77373ea0c2ec437, uuid: 39521894-a8ca-46bd-a7c8-4a1042e299d5, name: idman635build3.exe
2020/08/28 00:28:52 P: 1.00, md5: 5f0dd386ae98c07be77373ea0c2ec437, uuid: 0c4fa8d6-fbbc-4c63-91bb-c075c3461daa, name: idman635build3.exe
2020/08/28 00:28:52 P: 1.00, md5: 5f0dd386ae98c07be77373ea0c2ec437, uuid: 34714eac-3639-40d5-b3e5-28920a48e54d, name: idman635build3.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 3c5a975f55dcece6a97325d9ce48990f, uuid: e5283183-af56-4628-bff3-b12572b43896, profile: 3c5a975f55dcece6a97325d9ce48990f
2020/08/28 00:28:52 P: 0.86, md5: 5452d8a0d215ef0e43bd4e3cafc5d1d7, uuid: e6b9c9f2-97d7-499f-8d74-5f86f44de27b, name: SBA_Payroll_Protection_Application_Documents_Prom_Note_Benef.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 5a5b909fdba116bce5d54b0026ad84f3, uuid: d5a53e96-3f5d-44f2-b1be-655c5868503e, profile: Server.exe
2020/08/28 00:28:52 P: 0.85, md5: 90101c3dae02a5a1ec0c4af6998a40a0, uuid: 5edd5d91-a4b6-411e-910a-c1579777454a, name: MicrosoftRuntime.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 8bf586cdf8198bee086a40785b4441eb, uuid: 48c9c9cb-dc34-4be8-8728-cdcba1fb780f, profile: RFQ-REM-0837265.exe
2020/08/28 00:28:52 P: 1.00, md5: 8bf586cdf8198bee086a40785b4441eb, uuid: ce9d9f32-a0cc-4f9b-abef-227f3c9defe0, name: RFQ-REM-0837265.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 73c6db5551ba443c550326daf5488fcc, uuid: 66532865-b019-4d2f-9d87-162ab9e10a1a, profile: MinecraftDungeonsCODEX.exe
2020/08/28 00:28:52 P: 0.79, md5: c40d107ccd7eb31cc68a7bbc6dc1a69e, uuid: c9b32eed-b1dd-4179-9343-c50881a0df2e, name: Prodigal.exe
2020/08/28 00:28:52 P: 1.00, md5: 73c6db5551ba443c550326daf5488fcc, uuid: 7055eed7-e36e-46c8-bc19-3bfdb2b38f3b, name: MinecraftDungeonsCODEX.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: c8768dc44bfa6c3aed4165916ae6c882, uuid: 9a65a0ef-989b-46ea-a184-77ce01860197, profile: Codecs.exe
2020/08/28 00:28:52 P: 0.66, md5: 0e509f87670580a6bfed8aa31cd4301a, uuid: 9dbc4b87-a324-407e-aa2b-bf80a9b30ca2, name: parcel-shipments.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: d0b17e6347dbe5fd2b9a32ab2c8a318e, uuid: b42f1a0c-ef84-4c2c-a57f-a23eff8c13b3, profile: Delivery certificate.exe
2020/08/28 00:28:52 P: 0.75, md5: 20680a3d6510b524b3822862154ccc00, uuid: 70db68dc-25b0-424c-b817-59ef19c05bc4, name: u.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 24f8c2adb790320f48151a17c3b1b09d, uuid: 9d16625f-7552-49f5-a3b1-dca5055ce799, profile: Backdoor.exe
2020/08/28 00:28:52 P: 0.57, md5: 5c015c216911bd34256cc218f017fef5, uuid: 073a3599-021b-41ba-8ef9-d8105da87c60, name: 5c015c216911bd34256cc218f017fef5
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.10%, md5: 947c31f71e2fef3be60aa1c3321ce807, uuid: fc0763ed-4906-4cf2-b76d-e3bd7eee7d6c, profile: Po Order878787-faipriceQuotation doc.exe
2020/08/28 00:28:52 P: 1.00, md5: f764a302d2a89ac6392d3e915d58a74e, uuid: ab36cc7a-d6b0-44aa-baa0-5ee518d8c9d1, name: ssl.exe
2020/08/28 00:28:52 P: 1.00, md5: 98e641989746114ad6000b5eb83474c4, uuid: 44a54311-3fc1-41ad-b613-534a627be2ee, name: svchost.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: c250ac9d3fb830a78320c858e7996d4d, uuid: 104b69dd-bece-4d3e-8ce2-c3ff75f1ccd7, profile: idman633build3.exe
2020/08/28 00:28:52 P: 1.00, md5: c250ac9d3fb830a78320c858e7996d4d, uuid: 6e348c71-6162-499d-b1cd-f7e872563746, name: idman633build3.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: 20217af52ed4a73fa4ed0a03b163474c, uuid: 951031e2-a5aa-4ea4-96f3-6029145c6342, profile: DHL 119040領収書、pdf.exe
2020/08/28 00:28:52 P: 0.62, md5: d676af675fcc02f8da6b818071556112, uuid: 5278ab00-7ebb-415d-a00d-687d7184a7c0, name: 34f8b6b92b4012331850949146bd2db1346f760e7aabe4339a27771814fd8dbe
2020/08/28 00:28:52 P: 0.75, md5: 20217af52ed4a73fa4ed0a03b163474c, uuid: d63ae516-ac94-4593-ab79-c5d25611e6bf, name: DHL 119040領収書、pdf.exe
2020/08/28 00:28:52 P: 0.75, md5: 754ab68da64c0c3b6ef20d08a3cf0a33, uuid: cb58b9bd-1889-4076-84ce-7ea5e96e045c, name: DHL5543789 documento de recibo, pdf.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: adc3bbc24b85f16f4bcf5bc21cd9600a, uuid: 345a3560-86e5-4ddb-9749-a427c54824ab, profile: RtDCpl64.exe
2020/08/28 00:28:52 P: 1.00, md5: adc3bbc24b85f16f4bcf5bc21cd9600a, uuid: 2f8419c6-90f1-4de5-8087-9f55d14814ee, name: RtDCpl64.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 24546ce04834b56ac3cc7fcf2ae29577, uuid: 36ed7056-5909-414b-8484-4b13c64536f2, profile: file.exe
2020/08/28 00:28:52 P: 1.00, md5: 24546ce04834b56ac3cc7fcf2ae29577, uuid: 37f62f58-55a8-4934-9821-126b562387c2, name: file.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: d5b383a090028bc06338a5381ba62ea8, uuid: 8bf6acbd-9ea5-4aa3-b659-62da1f2ade06, profile: xxxx.exe
2020/08/28 00:28:52 P: 0.67, md5: ae42ecdabec945f495b81f8a3d3f97b7, uuid: 0fb8c66d-860d-4add-a6be-427ef19d3ae6, name: Prodigal.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: 9e381dc5751debfcb8998d30593ddeb1, uuid: c7d966c0-232d-4558-92a1-85fa78714558, profile: kc file.exe
2020/08/28 00:28:52 P: 0.61, md5: a353d8890d1e02acf46d86d7436e1aa8, uuid: 4cdfa245-d313-48de-8b3b-95d4ad61f2f1, name: 518fcdc1ab239d0a4bc7ce732a7f942822c7b2939b39d1f05bf70fe3efd70202
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.15%, md5: deeb93011ebf42a8671cd4ae4b91e1ac, uuid: f38f3bc9-897d-4b9c-9dd8-66b494537d52, profile: B-1653e9cde12c6ff18d24b0980a7c480b4f73f0796e33b904c51242197a17c9f6.exe
2020/08/28 00:28:52 P: 0.67, md5: d9ca6515158118c839c67e1c400fb1d8, uuid: 8010ad98-0093-4df7-b286-0487ad5f7479, name: 6d6c5f16e0a786ca6fd218be24a98fe8ea46b6d73fa77a84e31b22717d81aad8
2020/08/28 00:28:52 P: 0.67, md5: 1c315bfa189b4bebce1c1ac0837db955, uuid: eb289e00-b8bb-4634-8f3b-00b79636aae7, name: ROYAL ZEELANDIA OC CVE93603491_TVOP-MY 10(C) 2020,pdf.exe
2020/08/28 00:28:52 P: 0.67, md5: df676601c35c90d5f730f5c14475974d, uuid: c945b1af-7dc5-42e5-8bf7-4b4a021d03b9, name: MECMESIN Order List,pdf.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: a3f6c55face5c856afad9aa453217664, uuid: c2019827-43ef-406d-88d7-684b2987235e, profile: July Purchase Order (SV)LTD.exe
2020/08/28 00:28:52 P: 1.00, md5: a3f6c55face5c856afad9aa453217664, uuid: 08e69146-7269-456b-a1ca-300c51d6fbbb, name: July Purchase Order (SV)LTD.exe
2020/08/28 00:28:52 
2020/08/28 00:28:52 [*] coverage: 0.05%, md5: e6d0d4a4c22c300cde657eff8126d587, uuid: cbb03a0b-25d6-44fa-85bb-1df986e2f9a9, profile: OJ.exe
